Designator,Mid X,Mid Y,Rotation,Layer
C1,84.470833,-46.1,0.0,top
C2,80.8,-46.1,0.0,top
C3,78.15,-37.3,270.0,top
D1,95.5,-46.1,0.0,top
D2,99.2,-46.1,0.0,top
D3,74.0,-46.1,0.0,top
FB1,76.35,-37.3,90.0,top
J1,74.2,-40.125,270.0,top
J2,96.1,-40.125,90.0,top
JP1,77.2,-45.3,180.0,top
R1,91.8125,-46.1,0.0,top
R2,88.141666,-46.1,0.0,top
R3,70.5,-46.1,0.0,top
U1,84.7,-40.125,270.0,top
